Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT2,PM2.5,11/05/2018 07:00,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 07:15,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 07:30,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 07:45,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 08:00,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 08:15,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 08:30,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 08:45,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 09:00,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 09:15,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 09:30,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 09:45,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 10:00,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 10:15,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 10:30,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 10:45,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 11:00,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 11:15,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 11:30,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 11:45,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 12:00,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 12:15,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 12:30,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 12:45,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 13:00,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 13:15,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 13:30,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 13:45,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 14:00,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 14:15,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 14:30,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 14:45,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 15:00,13.00000,ug m-3,R
CT2,PM2.5,11/05/2018 15:15,13.00000,ug m-3,R
CT2,PM2.5,11/05/2018 15:30,13.00000,ug m-3,R
CT2,PM2.5,11/05/2018 15:45,13.00000,ug m-3,R
CT2,PM2.5,11/05/2018 16:00,14.00000,ug m-3,R
CT2,PM2.5,11/05/2018 16:15,14.00000,ug m-3,R
CT2,PM2.5,11/05/2018 16:30,14.00000,ug m-3,R
CT2,PM2.5,11/05/2018 16:45,14.00000,ug m-3,R
CT2,PM2.5,11/05/2018 17:00,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 17:15,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 17:30,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 17:45,15.00000,ug m-3,R
CT2,PM2.5,11/05/2018 18:00,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 18:15,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 18:30,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 18:45,12.00000,ug m-3,R
CT2,PM2.5,11/05/2018 19:00,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 19:15,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 19:30,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 19:45,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 20:00,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 20:15,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 20:30,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 20:45,16.00000,ug m-3,R
CT2,PM2.5,11/05/2018 21:00,20.00000,ug m-3,R
CT2,PM2.5,11/05/2018 21:15,20.00000,ug m-3,R
CT2,PM2.5,11/05/2018 21:30,20.00000,ug m-3,R
CT2,PM2.5,11/05/2018 21:45,20.00000,ug m-3,R
CT2,PM2.5,11/05/2018 22:00,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 22:15,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 22:30,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 22:45,11.00000,ug m-3,R
CT2,PM2.5,11/05/2018 23:00,14.00000,ug m-3,R
CT2,PM2.5,11/05/2018 23:15,14.00000,ug m-3,R
CT2,PM2.5,11/05/2018 23:30,14.00000,ug m-3,R
CT2,PM2.5,11/05/2018 23:45,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 00:00,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 00:15,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 00:30,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 00:45,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 01:00,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 01:15,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 01:30,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 01:45,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 02:00,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 02:15,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 02:30,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 02:45,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 03:00,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 03:15,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 03:30,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 03:45,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 04:00,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 04:15,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 04:30,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 04:45,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 05:00,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 05:15,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 05:30,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 05:45,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 06:00,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 06:15,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 06:30,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 06:45,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 07:00,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 07:15,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 07:30,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 07:45,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 08:00,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 08:15,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 08:30,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 08:45,15.00000,ug m-3,R
CT2,PM2.5,12/05/2018 09:00,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 09:15,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 09:30,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 09:45,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 10:00,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 10:15,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 10:30,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 10:45,12.00000,ug m-3,R
CT2,PM2.5,12/05/2018 11:00,11.00000,ug m-3,R
CT2,PM2.5,12/05/2018 11:15,11.00000,ug m-3,R
CT2,PM2.5,12/05/2018 11:30,11.00000,ug m-3,R
CT2,PM2.5,12/05/2018 11:45,11.00000,ug m-3,R
CT2,PM2.5,12/05/2018 12:00,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 12:15,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 12:30,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 12:45,14.00000,ug m-3,R
CT2,PM2.5,12/05/2018 13:00,18.00000,ug m-3,R
CT2,PM2.5,12/05/2018 13:15,18.00000,ug m-3,R
CT2,PM2.5,12/05/2018 13:30,18.00000,ug m-3,R
CT2,PM2.5,12/05/2018 13:45,18.00000,ug m-3,R
CT2,PM2.5,12/05/2018 14:00,16.00000,ug m-3,R
CT2,PM2.5,12/05/2018 14:15,16.00000,ug m-3,R
CT2,PM2.5,12/05/2018 14:30,16.00000,ug m-3,R
CT2,PM2.5,12/05/2018 14:45,16.00000,ug m-3,R
CT2,PM2.5,12/05/2018 15:00,16.00000,ug m-3,R
CT2,PM2.5,12/05/2018 15:15,16.00000,ug m-3,R
CT2,PM2.5,12/05/2018 15:30,16.00000,ug m-3,R
CT2,PM2.5,12/05/2018 15:45,16.00000,ug m-3,R
CT2,PM2.5,12/05/2018 16:00,13.00000,ug m-3,R
CT2,PM2.5,12/05/2018 16:15,13.00000,ug m-3,R
CT2,PM2.5,12/05/2018 16:30,13.00000,ug m-3,R
CT2,PM2.5,12/05/2018 16:45,13.00000,ug m-3,R
CT2,PM2.5,12/05/2018 17:00,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 17:15,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 17:30,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 17:45,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 18:00,13.00000,ug m-3,R
CT2,PM2.5,12/05/2018 18:15,13.00000,ug m-3,R
CT2,PM2.5,12/05/2018 18:30,13.00000,ug m-3,R
CT2,PM2.5,12/05/2018 18:45,13.00000,ug m-3,R
CT2,PM2.5,12/05/2018 19:00,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 19:15,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 19:30,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 19:45,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 20:00,11.00000,ug m-3,R
CT2,PM2.5,12/05/2018 20:15,11.00000,ug m-3,R
CT2,PM2.5,12/05/2018 20:30,11.00000,ug m-3,R
CT2,PM2.5,12/05/2018 20:45,11.00000,ug m-3,R
CT2,PM2.5,12/05/2018 21:00,19.00000,ug m-3,R
CT2,PM2.5,12/05/2018 21:15,19.00000,ug m-3,R
CT2,PM2.5,12/05/2018 21:30,19.00000,ug m-3,R
CT2,PM2.5,12/05/2018 21:45,19.00000,ug m-3,R
CT2,PM2.5,12/05/2018 22:00,21.00000,ug m-3,R
CT2,PM2.5,12/05/2018 22:15,21.00000,ug m-3,R
CT2,PM2.5,12/05/2018 22:30,21.00000,ug m-3,R
CT2,PM2.5,12/05/2018 22:45,21.00000,ug m-3,R
CT2,PM2.5,12/05/2018 23:00,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 23:15,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 23:30,17.00000,ug m-3,R
CT2,PM2.5,12/05/2018 23:45,17.00000,ug m-3,R
CT2,PM2.5,13/05/2018 00:00,22.00000,ug m-3,R
CT2,PM2.5,13/05/2018 00:15,22.00000,ug m-3,R
CT2,PM2.5,13/05/2018 00:30,22.00000,ug m-3,R
CT2,PM2.5,13/05/2018 00:45,22.00000,ug m-3,R
CT2,PM2.5,13/05/2018 01:00,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 01:15,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 01:30,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 01:45,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 02:00,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 02:15,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 02:30,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 02:45,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 03:00,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 03:15,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 03:30,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 03:45,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 04:00,23.00000,ug m-3,R
CT2,PM2.5,13/05/2018 04:15,23.00000,ug m-3,R
CT2,PM2.5,13/05/2018 04:30,23.00000,ug m-3,R
CT2,PM2.5,13/05/2018 04:45,23.00000,ug m-3,R
CT2,PM2.5,13/05/2018 05:00,16.00000,ug m-3,R
CT2,PM2.5,13/05/2018 05:15,16.00000,ug m-3,R
CT2,PM2.5,13/05/2018 05:30,16.00000,ug m-3,R
CT2,PM2.5,13/05/2018 05:45,16.00000,ug m-3,R
CT2,PM2.5,13/05/2018 06:00,21.00000,ug m-3,R
CT2,PM2.5,13/05/2018 06:15,21.00000,ug m-3,R
CT2,PM2.5,13/05/2018 06:30,21.00000,ug m-3,R
CT2,PM2.5,13/05/2018 06:45,21.00000,ug m-3,R
CT2,PM2.5,13/05/2018 07:00,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 07:15,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 07:30,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 07:45,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 08:00,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 08:15,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 08:30,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 08:45,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 09:00,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 09:15,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 09:30,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 09:45,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 10:00,9.00000,ug m-3,R
CT2,PM2.5,13/05/2018 10:15,9.00000,ug m-3,R
CT2,PM2.5,13/05/2018 10:30,9.00000,ug m-3,R
CT2,PM2.5,13/05/2018 10:45,9.00000,ug m-3,R
CT2,PM2.5,13/05/2018 11:00,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 11:15,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 11:30,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 11:45,15.00000,ug m-3,R
CT2,PM2.5,13/05/2018 12:00,11.00000,ug m-3,R
CT2,PM2.5,13/05/2018 12:15,11.00000,ug m-3,R
CT2,PM2.5,13/05/2018 12:30,11.00000,ug m-3,R
CT2,PM2.5,13/05/2018 12:45,11.00000,ug m-3,R
CT2,PM2.5,13/05/2018 13:00,11.00000,ug m-3,R
CT2,PM2.5,13/05/2018 13:15,11.00000,ug m-3,R
CT2,PM2.5,13/05/2018 13:30,11.00000,ug m-3,R
CT2,PM2.5,13/05/2018 13:45,11.00000,ug m-3,R
CT2,PM2.5,13/05/2018 14:00,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 14:15,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 14:30,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 14:45,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 15:00,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 15:15,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 15:30,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 15:45,10.00000,ug m-3,R
CT2,PM2.5,13/05/2018 16:00,14.00000,ug m-3,R
CT2,PM2.5,13/05/2018 16:15,14.00000,ug m-3,R
CT2,PM2.5,13/05/2018 16:30,14.00000,ug m-3,R
CT2,PM2.5,13/05/2018 16:45,14.00000,ug m-3,R
CT2,PM2.5,13/05/2018 17:00,12.00000,ug m-3,R
CT2,PM2.5,13/05/2018 17:15,12.00000,ug m-3,R
CT2,PM2.5,13/05/2018 17:30,12.00000,ug m-3,R
CT2,PM2.5,13/05/2018 17:45,12.00000,ug m-3,R
CT2,PM2.5,13/05/2018 18:00,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 18:15,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 18:30,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 18:45,19.00000,ug m-3,R
CT2,PM2.5,13/05/2018 19:00,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 19:15,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 19:30,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 19:45,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 20:00,20.00000,ug m-3,R
CT2,PM2.5,13/05/2018 20:15,20.00000,ug m-3,R
CT2,PM2.5,13/05/2018 20:30,20.00000,ug m-3,R
CT2,PM2.5,13/05/2018 20:45,20.00000,ug m-3,R
CT2,PM2.5,13/05/2018 21:00,22.00000,ug m-3,R
CT2,PM2.5,13/05/2018 21:15,22.00000,ug m-3,R
CT2,PM2.5,13/05/2018 21:30,22.00000,ug m-3,R
CT2,PM2.5,13/05/2018 21:45,22.00000,ug m-3,R
CT2,PM2.5,13/05/2018 22:00,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 22:15,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 22:30,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 22:45,18.00000,ug m-3,R
CT2,PM2.5,13/05/2018 23:00,16.00000,ug m-3,R
CT2,PM2.5,13/05/2018 23:15,16.00000,ug m-3,R
CT2,PM2.5,13/05/2018 23:30,16.00000,ug m-3,R
CT2,PM2.5,13/05/2018 23:45,16.00000,ug m-3,R
CT2,PM2.5,14/05/2018 00:00,11.00000,ug m-3,R
CT2,PM2.5,14/05/2018 00:15,11.00000,ug m-3,R
CT2,PM2.5,14/05/2018 00:30,11.00000,ug m-3,R
CT2,PM2.5,14/05/2018 00:45,11.00000,ug m-3,R
CT2,PM2.5,14/05/2018 01:00,14.00000,ug m-3,R
CT2,PM2.5,14/05/2018 01:15,14.00000,ug m-3,R
CT2,PM2.5,14/05/2018 01:30,14.00000,ug m-3,R
CT2,PM2.5,14/05/2018 01:45,14.00000,ug m-3,R
CT2,PM2.5,14/05/2018 02:00,12.00000,ug m-3,R
CT2,PM2.5,14/05/2018 02:15,12.00000,ug m-3,R
CT2,PM2.5,14/05/2018 02:30,12.00000,ug m-3,R
CT2,PM2.5,14/05/2018 02:45,12.00000,ug m-3,R
CT2,PM2.5,14/05/2018 03:00,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 03:15,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 03:30,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 03:45,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 04:00,5.00000,ug m-3,R
CT2,PM2.5,14/05/2018 04:15,5.00000,ug m-3,R
CT2,PM2.5,14/05/2018 04:30,5.00000,ug m-3,R
CT2,PM2.5,14/05/2018 04:45,5.00000,ug m-3,R
CT2,PM2.5,14/05/2018 05:00,3.00000,ug m-3,R
CT2,PM2.5,14/05/2018 05:15,3.00000,ug m-3,R
CT2,PM2.5,14/05/2018 05:30,3.00000,ug m-3,R
CT2,PM2.5,14/05/2018 05:45,3.00000,ug m-3,R
CT2,PM2.5,14/05/2018 06:00,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 06:15,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 06:30,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 06:45,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 07:00,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 07:15,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 07:30,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 07:45,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 08:00,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 08:15,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 08:30,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 08:45,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 09:00,2.00000,ug m-3,R
CT2,PM2.5,14/05/2018 09:15,2.00000,ug m-3,R
CT2,PM2.5,14/05/2018 09:30,2.00000,ug m-3,R
CT2,PM2.5,14/05/2018 09:45,2.00000,ug m-3,R
CT2,PM2.5,14/05/2018 10:00,4.00000,ug m-3,R
CT2,PM2.5,14/05/2018 10:15,4.00000,ug m-3,R
CT2,PM2.5,14/05/2018 10:30,4.00000,ug m-3,R
CT2,PM2.5,14/05/2018 10:45,4.00000,ug m-3,R
CT2,PM2.5,14/05/2018 11:00,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 11:15,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 11:30,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 11:45,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 12:00,10.00000,ug m-3,R
CT2,PM2.5,14/05/2018 12:15,10.00000,ug m-3,R
CT2,PM2.5,14/05/2018 12:30,10.00000,ug m-3,R
CT2,PM2.5,14/05/2018 12:45,10.00000,ug m-3,R
CT2,PM2.5,14/05/2018 13:00,10.00000,ug m-3,R
CT2,PM2.5,14/05/2018 13:15,10.00000,ug m-3,R
CT2,PM2.5,14/05/2018 13:30,10.00000,ug m-3,R
CT2,PM2.5,14/05/2018 13:45,10.00000,ug m-3,R
CT2,PM2.5,14/05/2018 14:00,8.00000,ug m-3,R
CT2,PM2.5,14/05/2018 14:15,8.00000,ug m-3,R
CT2,PM2.5,14/05/2018 14:30,8.00000,ug m-3,R
CT2,PM2.5,14/05/2018 14:45,8.00000,ug m-3,R
CT2,PM2.5,14/05/2018 15:00,11.00000,ug m-3,R
CT2,PM2.5,14/05/2018 15:15,11.00000,ug m-3,R
CT2,PM2.5,14/05/2018 15:30,11.00000,ug m-3,R
CT2,PM2.5,14/05/2018 15:45,11.00000,ug m-3,R
CT2,PM2.5,14/05/2018 16:00,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 16:15,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 16:30,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 16:45,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 17:00,8.00000,ug m-3,R
CT2,PM2.5,14/05/2018 17:15,8.00000,ug m-3,R
CT2,PM2.5,14/05/2018 17:30,8.00000,ug m-3,R
CT2,PM2.5,14/05/2018 17:45,8.00000,ug m-3,R
CT2,PM2.5,14/05/2018 18:00,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 18:15,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 18:30,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 18:45,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 19:00,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 19:15,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 19:30,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 19:45,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 20:00,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 20:15,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 20:30,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 20:45,7.00000,ug m-3,R
CT2,PM2.5,14/05/2018 21:00,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 21:15,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 21:30,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 21:45,9.00000,ug m-3,R
CT2,PM2.5,14/05/2018 22:00,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 22:15,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 22:30,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 22:45,6.00000,ug m-3,R
CT2,PM2.5,14/05/2018 23:00,5.00000,ug m-3,R
CT2,PM2.5,14/05/2018 23:15,5.00000,ug m-3,R
CT2,PM2.5,14/05/2018 23:30,5.00000,ug m-3,R
CT2,PM2.5,14/05/2018 23:45,5.00000,ug m-3,R
CT2,PM2.5,15/05/2018 00:00,7.00000,ug m-3,R
CT2,PM2.5,15/05/2018 00:15,7.00000,ug m-3,R
CT2,PM2.5,15/05/2018 00:30,7.00000,ug m-3,R
CT2,PM2.5,15/05/2018 00:45,7.00000,ug m-3,R
CT2,PM2.5,15/05/2018 01:00,9.00000,ug m-3,R
CT2,PM2.5,15/05/2018 01:15,9.00000,ug m-3,R
CT2,PM2.5,15/05/2018 01:30,9.00000,ug m-3,R
CT2,PM2.5,15/05/2018 01:45,9.00000,ug m-3,R
CT2,PM2.5,15/05/2018 02:00,6.00000,ug m-3,R
CT2,PM2.5,15/05/2018 02:15,6.00000,ug m-3,R
CT2,PM2.5,15/05/2018 02:30,6.00000,ug m-3,R
CT2,PM2.5,15/05/2018 02:45,6.00000,ug m-3,R
CT2,PM2.5,15/05/2018 03:00,6.00000,ug m-3,R
CT2,PM2.5,15/05/2018 03:15,6.00000,ug m-3,R
CT2,PM2.5,15/05/2018 03:30,6.00000,ug m-3,R
CT2,PM2.5,15/05/2018 03:45,6.00000,ug m-3,R
CT2,PM2.5,15/05/2018 04:00,9.00000,ug m-3,R
CT2,PM2.5,15/05/2018 04:15,9.00000,ug m-3,R
CT2,PM2.5,15/05/2018 04:30,9.00000,ug m-3,R
CT2,PM2.5,15/05/2018 04:45,9.00000,ug m-3,R
CT2,PM2.5,15/05/2018 05:00,13.00000,ug m-3,R
CT2,PM2.5,15/05/2018 05:15,13.00000,ug m-3,R
CT2,PM2.5,15/05/2018 05:30,13.00000,ug m-3,R
CT2,PM2.5,15/05/2018 05:45,13.00000,ug m-3,R
CT2,PM2.5,15/05/2018 06:00,7.00000,ug m-3,R
CT2,PM2.5,15/05/2018 06:15,7.00000,ug m-3,R
CT2,PM2.5,15/05/2018 06:30,7.00000,ug m-3,R
CT2,PM2.5,15/05/2018 06:45,7.00000,ug m-3,R
CT2,PM2.5,15/05/2018 07:00,14.00000,ug m-3,R
CT2,PM2.5,15/05/2018 07:15,14.00000,ug m-3,R
CT2,PM2.5,15/05/2018 07:30,14.00000,ug m-3,R
CT2,PM2.5,15/05/2018 07:45,14.00000,ug m-3,R
CT2,PM2.5,15/05/2018 08:00,12.00000,ug m-3,R
CT2,PM2.5,15/05/2018 08:15,12.00000,ug m-3,R
CT2,PM2.5,15/05/2018 08:30,12.00000,ug m-3,R
CT2,PM2.5,15/05/2018 08:45,12.00000,ug m-3,R
CT2,PM2.5,15/05/2018 09:00,10.00000,ug m-3,R
CT2,PM2.5,15/05/2018 09:15,10.00000,ug m-3,R
CT2,PM2.5,15/05/2018 09:30,10.00000,ug m-3,R
CT2,PM2.5,15/05/2018 09:45,10.00000,ug m-3,R
CT2,PM2.5,15/05/2018 10:00,15.00000,ug m-3,R
CT2,PM2.5,15/05/2018 10:15,15.00000,ug m-3,R
CT2,PM2.5,15/05/2018 10:30,15.00000,ug m-3,R
CT2,PM2.5,15/05/2018 10:45,15.00000,ug m-3,R
CT2,PM2.5,15/05/2018 11:00,13.00000,ug m-3,R
CT2,PM2.5,15/05/2018 11:15,13.00000,ug m-3,R
CT2,PM2.5,15/05/2018 11:30,13.00000,ug m-3,R
CT2,PM2.5,15/05/2018 11:45,13.00000,ug m-3,R
CT2,PM2.5,15/05/2018 12:00,15.00000,ug m-3,R
CT2,PM2.5,15/05/2018 12:15,15.00000,ug m-3,R
CT2,PM2.5,15/05/2018 12:30,15.00000,ug m-3,R
CT2,PM2.5,15/05/2018 12:45,15.00000,ug m-3,R
CT2,PM2.5,15/05/2018 13:00,17.00000,ug m-3,R
CT2,PM2.5,15/05/2018 13:15,17.00000,ug m-3,R
