Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT2,PM2.5,24/01/2018 00:00,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 00:15,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 00:30,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 00:45,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 01:00,8.00000,ug m-3,R
CT2,PM2.5,24/01/2018 01:15,8.00000,ug m-3,R
CT2,PM2.5,24/01/2018 01:30,8.00000,ug m-3,R
CT2,PM2.5,24/01/2018 01:45,8.00000,ug m-3,R
CT2,PM2.5,24/01/2018 02:00,8.00000,ug m-3,R
CT2,PM2.5,24/01/2018 02:15,8.00000,ug m-3,R
CT2,PM2.5,24/01/2018 02:30,8.00000,ug m-3,R
CT2,PM2.5,24/01/2018 02:45,8.00000,ug m-3,R
CT2,PM2.5,24/01/2018 03:00,9.00000,ug m-3,R
CT2,PM2.5,24/01/2018 03:15,9.00000,ug m-3,R
CT2,PM2.5,24/01/2018 03:30,9.00000,ug m-3,R
CT2,PM2.5,24/01/2018 03:45,9.00000,ug m-3,R
CT2,PM2.5,24/01/2018 04:00,5.00000,ug m-3,R
CT2,PM2.5,24/01/2018 04:15,5.00000,ug m-3,R
CT2,PM2.5,24/01/2018 04:30,5.00000,ug m-3,R
CT2,PM2.5,24/01/2018 04:45,5.00000,ug m-3,R
CT2,PM2.5,24/01/2018 05:00,3.00000,ug m-3,R
CT2,PM2.5,24/01/2018 05:15,3.00000,ug m-3,R
CT2,PM2.5,24/01/2018 05:30,3.00000,ug m-3,R
CT2,PM2.5,24/01/2018 05:45,3.00000,ug m-3,R
CT2,PM2.5,24/01/2018 06:00,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 06:15,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 06:30,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 06:45,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 07:00,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 07:15,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 07:30,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 07:45,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 08:00,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 08:15,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 08:30,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 08:45,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 09:00,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 09:15,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 09:30,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 09:45,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 10:00,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 10:15,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 10:30,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 10:45,6.00000,ug m-3,R
CT2,PM2.5,24/01/2018 11:00,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 11:15,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 11:30,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 11:45,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 12:00,12.00000,ug m-3,R
CT2,PM2.5,24/01/2018 12:15,12.00000,ug m-3,R
CT2,PM2.5,24/01/2018 12:30,12.00000,ug m-3,R
CT2,PM2.5,24/01/2018 12:45,12.00000,ug m-3,R
CT2,PM2.5,24/01/2018 13:00,18.00000,ug m-3,R
CT2,PM2.5,24/01/2018 13:15,18.00000,ug m-3,R
CT2,PM2.5,24/01/2018 13:30,18.00000,ug m-3,R
CT2,PM2.5,24/01/2018 13:45,18.00000,ug m-3,R
CT2,PM2.5,24/01/2018 14:00,14.00000,ug m-3,R
CT2,PM2.5,24/01/2018 14:15,14.00000,ug m-3,R
CT2,PM2.5,24/01/2018 14:30,14.00000,ug m-3,R
CT2,PM2.5,24/01/2018 14:45,14.00000,ug m-3,R
CT2,PM2.5,24/01/2018 15:00,15.00000,ug m-3,R
CT2,PM2.5,24/01/2018 15:15,15.00000,ug m-3,R
CT2,PM2.5,24/01/2018 15:30,15.00000,ug m-3,R
CT2,PM2.5,24/01/2018 15:45,15.00000,ug m-3,R
CT2,PM2.5,24/01/2018 16:00,15.00000,ug m-3,R
CT2,PM2.5,24/01/2018 16:15,15.00000,ug m-3,R
CT2,PM2.5,24/01/2018 16:30,15.00000,ug m-3,R
CT2,PM2.5,24/01/2018 16:45,15.00000,ug m-3,R
CT2,PM2.5,24/01/2018 17:00,12.00000,ug m-3,R
CT2,PM2.5,24/01/2018 17:15,12.00000,ug m-3,R
CT2,PM2.5,24/01/2018 17:30,12.00000,ug m-3,R
CT2,PM2.5,24/01/2018 17:45,12.00000,ug m-3,R
CT2,PM2.5,24/01/2018 18:00,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 18:15,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 18:30,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 18:45,7.00000,ug m-3,R
CT2,PM2.5,24/01/2018 19:00,10.00000,ug m-3,R
CT2,PM2.5,24/01/2018 19:15,10.00000,ug m-3,R
CT2,PM2.5,24/01/2018 19:30,10.00000,ug m-3,R
CT2,PM2.5,24/01/2018 19:45,10.00000,ug m-3,R
CT2,PM2.5,24/01/2018 20:00,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 20:15,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 20:30,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 20:45,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 21:00,11.00000,ug m-3,R
CT2,PM2.5,24/01/2018 21:15,11.00000,ug m-3,R
CT2,PM2.5,24/01/2018 21:30,11.00000,ug m-3,R
CT2,PM2.5,24/01/2018 21:45,11.00000,ug m-3,R
CT2,PM2.5,24/01/2018 22:00,10.00000,ug m-3,R
CT2,PM2.5,24/01/2018 22:15,10.00000,ug m-3,R
CT2,PM2.5,24/01/2018 22:30,10.00000,ug m-3,R
CT2,PM2.5,24/01/2018 22:45,10.00000,ug m-3,R
CT2,PM2.5,24/01/2018 23:00,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 23:15,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 23:30,13.00000,ug m-3,R
CT2,PM2.5,24/01/2018 23:45,13.00000,ug m-3,R
CT2,PM2.5,25/01/2018 00:00,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 00:15,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 00:30,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 00:45,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 01:00,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 01:15,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 01:30,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 01:45,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 02:00,9.00000,ug m-3,R
CT2,PM2.5,25/01/2018 02:15,9.00000,ug m-3,R
CT2,PM2.5,25/01/2018 02:30,9.00000,ug m-3,R
CT2,PM2.5,25/01/2018 02:45,9.00000,ug m-3,R
CT2,PM2.5,25/01/2018 03:00,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 03:15,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 03:30,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 03:45,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 04:00,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 04:15,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 04:30,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 04:45,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 05:00,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 05:15,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 05:30,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 05:45,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 06:00,7.00000,ug m-3,R
CT2,PM2.5,25/01/2018 06:15,7.00000,ug m-3,R
CT2,PM2.5,25/01/2018 06:30,7.00000,ug m-3,R
CT2,PM2.5,25/01/2018 06:45,7.00000,ug m-3,R
CT2,PM2.5,25/01/2018 07:00,13.00000,ug m-3,R
CT2,PM2.5,25/01/2018 07:15,13.00000,ug m-3,R
CT2,PM2.5,25/01/2018 07:30,13.00000,ug m-3,R
CT2,PM2.5,25/01/2018 07:45,13.00000,ug m-3,R
CT2,PM2.5,25/01/2018 08:00,14.00000,ug m-3,R
CT2,PM2.5,25/01/2018 08:15,14.00000,ug m-3,R
CT2,PM2.5,25/01/2018 08:30,14.00000,ug m-3,R
CT2,PM2.5,25/01/2018 08:45,14.00000,ug m-3,R
CT2,PM2.5,25/01/2018 09:00,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 09:15,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 09:30,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 09:45,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 10:00,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 10:15,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 10:30,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 10:45,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 11:00,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 11:15,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 11:30,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 11:45,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 12:00,18.00000,ug m-3,R
CT2,PM2.5,25/01/2018 12:15,18.00000,ug m-3,R
CT2,PM2.5,25/01/2018 12:30,18.00000,ug m-3,R
CT2,PM2.5,25/01/2018 12:45,18.00000,ug m-3,R
CT2,PM2.5,25/01/2018 13:00,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 13:15,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 13:30,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 13:45,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 14:00,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 14:15,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 14:30,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 14:45,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 15:00,10.00000,ug m-3,R
CT2,PM2.5,25/01/2018 15:15,10.00000,ug m-3,R
CT2,PM2.5,25/01/2018 15:30,10.00000,ug m-3,R
CT2,PM2.5,25/01/2018 15:45,10.00000,ug m-3,R
CT2,PM2.5,25/01/2018 16:00,15.00000,ug m-3,R
CT2,PM2.5,25/01/2018 16:15,15.00000,ug m-3,R
CT2,PM2.5,25/01/2018 16:30,15.00000,ug m-3,R
CT2,PM2.5,25/01/2018 16:45,15.00000,ug m-3,R
CT2,PM2.5,25/01/2018 17:00,9.00000,ug m-3,R
CT2,PM2.5,25/01/2018 17:15,9.00000,ug m-3,R
CT2,PM2.5,25/01/2018 17:30,9.00000,ug m-3,R
CT2,PM2.5,25/01/2018 17:45,9.00000,ug m-3,R
CT2,PM2.5,25/01/2018 18:00,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 18:15,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 18:30,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 18:45,11.00000,ug m-3,R
CT2,PM2.5,25/01/2018 19:00,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 19:15,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 19:30,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 19:45,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 20:00,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 20:15,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 20:30,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 20:45,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 21:00,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 21:15,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 21:30,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 21:45,12.00000,ug m-3,R
CT2,PM2.5,25/01/2018 22:00,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 22:15,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 22:30,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 22:45,16.00000,ug m-3,R
CT2,PM2.5,25/01/2018 23:00,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 23:15,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 23:30,8.00000,ug m-3,R
CT2,PM2.5,25/01/2018 23:45,8.00000,ug m-3,R
CT2,PM2.5,26/01/2018 00:00,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 00:15,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 00:30,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 00:45,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 01:00,8.00000,ug m-3,R
CT2,PM2.5,26/01/2018 01:15,8.00000,ug m-3,R
CT2,PM2.5,26/01/2018 01:30,8.00000,ug m-3,R
CT2,PM2.5,26/01/2018 01:45,8.00000,ug m-3,R
CT2,PM2.5,26/01/2018 02:00,6.00000,ug m-3,R
CT2,PM2.5,26/01/2018 02:15,6.00000,ug m-3,R
CT2,PM2.5,26/01/2018 02:30,6.00000,ug m-3,R
CT2,PM2.5,26/01/2018 02:45,6.00000,ug m-3,R
CT2,PM2.5,26/01/2018 03:00,8.00000,ug m-3,R
CT2,PM2.5,26/01/2018 03:15,8.00000,ug m-3,R
CT2,PM2.5,26/01/2018 03:30,8.00000,ug m-3,R
CT2,PM2.5,26/01/2018 03:45,8.00000,ug m-3,R
CT2,PM2.5,26/01/2018 04:00,9.00000,ug m-3,R
CT2,PM2.5,26/01/2018 04:15,9.00000,ug m-3,R
CT2,PM2.5,26/01/2018 04:30,9.00000,ug m-3,R
CT2,PM2.5,26/01/2018 04:45,9.00000,ug m-3,R
CT2,PM2.5,26/01/2018 05:00,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 05:15,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 05:30,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 05:45,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 06:00,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 06:15,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 06:30,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 06:45,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 07:00,14.00000,ug m-3,R
CT2,PM2.5,26/01/2018 07:15,14.00000,ug m-3,R
CT2,PM2.5,26/01/2018 07:30,14.00000,ug m-3,R
CT2,PM2.5,26/01/2018 07:45,14.00000,ug m-3,R
CT2,PM2.5,26/01/2018 08:00,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 08:15,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 08:30,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 08:45,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 09:00,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 09:15,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 09:30,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 09:45,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 10:00,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 10:15,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 10:30,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 10:45,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 11:00,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 11:15,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 11:30,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 11:45,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 12:00,18.00000,ug m-3,R
CT2,PM2.5,26/01/2018 12:15,18.00000,ug m-3,R
CT2,PM2.5,26/01/2018 12:30,18.00000,ug m-3,R
CT2,PM2.5,26/01/2018 12:45,18.00000,ug m-3,R
CT2,PM2.5,26/01/2018 13:00,13.00000,ug m-3,R
CT2,PM2.5,26/01/2018 13:15,13.00000,ug m-3,R
CT2,PM2.5,26/01/2018 13:30,13.00000,ug m-3,R
CT2,PM2.5,26/01/2018 13:45,13.00000,ug m-3,R
CT2,PM2.5,26/01/2018 14:00,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 14:15,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 14:30,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 14:45,12.00000,ug m-3,R
CT2,PM2.5,26/01/2018 15:00,15.00000,ug m-3,R
CT2,PM2.5,26/01/2018 15:15,15.00000,ug m-3,R
CT2,PM2.5,26/01/2018 15:30,15.00000,ug m-3,R
CT2,PM2.5,26/01/2018 15:45,15.00000,ug m-3,R
CT2,PM2.5,26/01/2018 16:00,11.00000,ug m-3,R
CT2,PM2.5,26/01/2018 16:15,11.00000,ug m-3,R
CT2,PM2.5,26/01/2018 16:30,11.00000,ug m-3,R
CT2,PM2.5,26/01/2018 16:45,11.00000,ug m-3,R
CT2,PM2.5,26/01/2018 17:00,15.00000,ug m-3,R
CT2,PM2.5,26/01/2018 17:15,15.00000,ug m-3,R
CT2,PM2.5,26/01/2018 17:30,15.00000,ug m-3,R
CT2,PM2.5,26/01/2018 17:45,15.00000,ug m-3,R
CT2,PM2.5,26/01/2018 18:00,16.00000,ug m-3,R
CT2,PM2.5,26/01/2018 18:15,16.00000,ug m-3,R
CT2,PM2.5,26/01/2018 18:30,16.00000,ug m-3,R
CT2,PM2.5,26/01/2018 18:45,16.00000,ug m-3,R
CT2,PM2.5,26/01/2018 19:00,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 19:15,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 19:30,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 19:45,17.00000,ug m-3,R
CT2,PM2.5,26/01/2018 20:00,23.00000,ug m-3,R
CT2,PM2.5,26/01/2018 20:15,23.00000,ug m-3,R
CT2,PM2.5,26/01/2018 20:30,23.00000,ug m-3,R
CT2,PM2.5,26/01/2018 20:45,23.00000,ug m-3,R
CT2,PM2.5,26/01/2018 21:00,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 21:15,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 21:30,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 21:45,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 22:00,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 22:15,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 22:30,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 22:45,20.00000,ug m-3,R
CT2,PM2.5,26/01/2018 23:00,25.00000,ug m-3,R
CT2,PM2.5,26/01/2018 23:15,25.00000,ug m-3,R
CT2,PM2.5,26/01/2018 23:30,25.00000,ug m-3,R
CT2,PM2.5,26/01/2018 23:45,25.00000,ug m-3,R
CT2,PM2.5,27/01/2018 00:00,26.00000,ug m-3,R
CT2,PM2.5,27/01/2018 00:15,26.00000,ug m-3,R
CT2,PM2.5,27/01/2018 00:30,26.00000,ug m-3,R
CT2,PM2.5,27/01/2018 00:45,26.00000,ug m-3,R
CT2,PM2.5,27/01/2018 01:00,23.00000,ug m-3,R
CT2,PM2.5,27/01/2018 01:15,23.00000,ug m-3,R
CT2,PM2.5,27/01/2018 01:30,23.00000,ug m-3,R
CT2,PM2.5,27/01/2018 01:45,23.00000,ug m-3,R
CT2,PM2.5,27/01/2018 02:00,20.00000,ug m-3,R
CT2,PM2.5,27/01/2018 02:15,20.00000,ug m-3,R
CT2,PM2.5,27/01/2018 02:30,20.00000,ug m-3,R
CT2,PM2.5,27/01/2018 02:45,20.00000,ug m-3,R
CT2,PM2.5,27/01/2018 03:00,15.00000,ug m-3,R
CT2,PM2.5,27/01/2018 03:15,15.00000,ug m-3,R
CT2,PM2.5,27/01/2018 03:30,15.00000,ug m-3,R
CT2,PM2.5,27/01/2018 03:45,15.00000,ug m-3,R
CT2,PM2.5,27/01/2018 04:00,18.00000,ug m-3,R
CT2,PM2.5,27/01/2018 04:15,18.00000,ug m-3,R
CT2,PM2.5,27/01/2018 04:30,18.00000,ug m-3,R
CT2,PM2.5,27/01/2018 04:45,18.00000,ug m-3,R
CT2,PM2.5,27/01/2018 05:00,16.00000,ug m-3,R
CT2,PM2.5,27/01/2018 05:15,16.00000,ug m-3,R
CT2,PM2.5,27/01/2018 05:30,16.00000,ug m-3,R
CT2,PM2.5,27/01/2018 05:45,16.00000,ug m-3,R
CT2,PM2.5,27/01/2018 06:00,17.00000,ug m-3,R
CT2,PM2.5,27/01/2018 06:15,17.00000,ug m-3,R
CT2,PM2.5,27/01/2018 06:30,17.00000,ug m-3,R
CT2,PM2.5,27/01/2018 06:45,17.00000,ug m-3,R
CT2,PM2.5,27/01/2018 07:00,20.00000,ug m-3,R
CT2,PM2.5,27/01/2018 07:15,20.00000,ug m-3,R
CT2,PM2.5,27/01/2018 07:30,20.00000,ug m-3,R
CT2,PM2.5,27/01/2018 07:45,20.00000,ug m-3,R
CT2,PM2.5,27/01/2018 08:00,22.00000,ug m-3,R
CT2,PM2.5,27/01/2018 08:15,22.00000,ug m-3,R
CT2,PM2.5,27/01/2018 08:30,22.00000,ug m-3,R
CT2,PM2.5,27/01/2018 08:45,22.00000,ug m-3,R
CT2,PM2.5,27/01/2018 09:00,14.00000,ug m-3,R
CT2,PM2.5,27/01/2018 09:15,14.00000,ug m-3,R
CT2,PM2.5,27/01/2018 09:30,14.00000,ug m-3,R
CT2,PM2.5,27/01/2018 09:45,14.00000,ug m-3,R
CT2,PM2.5,27/01/2018 10:00,11.00000,ug m-3,R
CT2,PM2.5,27/01/2018 10:15,11.00000,ug m-3,R
CT2,PM2.5,27/01/2018 10:30,11.00000,ug m-3,R
CT2,PM2.5,27/01/2018 10:45,11.00000,ug m-3,R
CT2,PM2.5,27/01/2018 11:00,8.00000,ug m-3,R
CT2,PM2.5,27/01/2018 11:15,8.00000,ug m-3,R
CT2,PM2.5,27/01/2018 11:30,8.00000,ug m-3,R
CT2,PM2.5,27/01/2018 11:45,8.00000,ug m-3,R
CT2,PM2.5,27/01/2018 12:00,8.00000,ug m-3,R
CT2,PM2.5,27/01/2018 12:15,8.00000,ug m-3,R
CT2,PM2.5,27/01/2018 12:30,8.00000,ug m-3,R
CT2,PM2.5,27/01/2018 12:45,8.00000,ug m-3,R
CT2,PM2.5,27/01/2018 13:00,7.00000,ug m-3,R
CT2,PM2.5,27/01/2018 13:15,7.00000,ug m-3,R
CT2,PM2.5,27/01/2018 13:30,7.00000,ug m-3,R
CT2,PM2.5,27/01/2018 13:45,7.00000,ug m-3,R
CT2,PM2.5,27/01/2018 14:00,10.00000,ug m-3,R
CT2,PM2.5,27/01/2018 14:15,10.00000,ug m-3,R
CT2,PM2.5,27/01/2018 14:30,10.00000,ug m-3,R
CT2,PM2.5,27/01/2018 14:45,10.00000,ug m-3,R
CT2,PM2.5,27/01/2018 15:00,12.00000,ug m-3,R
CT2,PM2.5,27/01/2018 15:15,12.00000,ug m-3,R
CT2,PM2.5,27/01/2018 15:30,12.00000,ug m-3,R
CT2,PM2.5,27/01/2018 15:45,12.00000,ug m-3,R
CT2,PM2.5,27/01/2018 16:00,14.00000,ug m-3,R
CT2,PM2.5,27/01/2018 16:15,14.00000,ug m-3,R
CT2,PM2.5,27/01/2018 16:30,14.00000,ug m-3,R
CT2,PM2.5,27/01/2018 16:45,14.00000,ug m-3,R
CT2,PM2.5,27/01/2018 17:00,12.00000,ug m-3,R
CT2,PM2.5,27/01/2018 17:15,12.00000,ug m-3,R
CT2,PM2.5,27/01/2018 17:30,12.00000,ug m-3,R
CT2,PM2.5,27/01/2018 17:45,12.00000,ug m-3,R
CT2,PM2.5,27/01/2018 18:00,13.00000,ug m-3,R
